X,Y,Z,X_size,Y_size,Z_size,Density,Rock_code,Ore_per,Au_grade,Block_ton,Au_mass
2517920,5825180,6840,40,40,40,0.0745,50,100,0.0077,1.9072,0.01028
2517920,5825220,6840,40,40,40,0.0745,50,100,0.0077,305.152,1.644769
2517960,5821540,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2517960,5821580,6520,40,40,40,0.0657,53,100,0.0001,4204.8,0
2517960,5821580,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518000,5821540,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518000,5821580,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821580,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821580,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2517960,5821460,6600,40,40,40,0.0556,91,100,0.0001,2140.3776,0
2517960,5821500,6600,40,40,40,0.0556,91,100,0.0001,2165.64224,0
2517960,5821540,6600,40,40,40,0.0556,91,100,0.0001,2243.5712,0
2517960,5821580,6600,40,40,40,0.0556,91,100,0.0001,2288.76288,0
2518000,5821500,6600,40,40,40,0.0556,91,100,0.0001,1996.61824,0
2518000,5821540,6600,40,40,40,0.0556,91,100,0.0001,2144.64768,0
2518000,5821580,6600,40,40,40,0.0556,91,100,0.0001,2224,0
2518040,5821500,6600,40,40,40,0.0556,91,100,0.0001,1915.13088,0
2518040,5821540,6600,40,40,40,0.0556,91,100,0.0001,2116.89216,0
2518040,5821580,6600,40,40,40,0.0556,91,100,0.0001,2224,0
2518080,5821540,6600,40,40,40,0.0556,91,100,0.0001,2131.83744,0
2518080,5821580,6600,40,40,40,0.0556,92,100,0.0001,2224,0
2517960,5821620,6520,40,40,40,0.0657,53,100,0.0003,4204.8,0
2517960,5821620,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2517960,5821660,6480,40,40,40,0.069,53,0,0.0005,4416,0
2517960,5821660,6520,40,40,40,0.0657,53,78.81,0.0002,4204.8,0
2517960,5821660,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2517960,5821700,6440,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821700,6480,40,40,40,0.069,53,0,0.0004,4416,0
2517960,5821700,6520,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821700,6560,40,40,40,0.0657,53,96.93,0.0001,4204.8,0
2517960,5821740,6440,40,40,40,0.069,53,0,0.0003,4416,0
2517960,5821740,6480,40,40,40,0.069,53,0,0.0005,4416,0
2517960,5821740,6520,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821740,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2518000,5821620,6520,40,40,40,0.0657,53,98.86,0.0001,4204.8,0
2518000,5821620,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2518000,5821660,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821660,6520,40,40,40,0.0657,53,0,0.0001,4204.8,0
2518000,5821660,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518000,5821700,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821700,6520,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821700,6560,40,40,40,0.0657,53,99.43,0.0001,4204.8,0
2518000,5821740,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821740,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821740,6520,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821740,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2518040,5821620,6520,40,40,40,0.0657,53,95.69,0.0001,4204.8,0
2518040,5821620,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821660,6520,40,40,40,0.0657,53,0,0.0001,4204.8,0
2518040,5821660,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821700,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821700,6520,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821700,6560,40,40,40,0.0657,53,99.96,0.0001,4204.8,0
2518040,5821740,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821740,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821740,6520,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821740,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821620,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821660,6520,40,40,40,0.0657,53,67.72,0.0001,4204.8,0
2518080,5821660,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821700,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821700,6520,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821700,6560,40,40,40,0.0657,53,99.95,0.0001,4204.8,0
2518080,5821740,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821740,6520,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821740,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2517960,5821620,6600,40,40,40,0.0556,91,100,0.0001,2349.25568,0
2517960,5821660,6600,40,40,40,0.0556,92,100,0.0001,2547.8144,0
2517960,5821700,6600,40,40,40,0.0556,92,100,0.0001,2801.52832,0
2517960,5821740,6600,40,40,40,0.0556,92,100,0.0001,2655.63392,0
2518000,5821620,6600,40,40,40,0.0556,91,100,0.0001,2224,0
2518000,5821660,6600,40,40,40,0.0556,92,100,0.0001,2234.31936,0
2518000,5821700,6600,40,40,40,0.0556,92,100,0.0001,2509.38368,0
2518000,5821740,6600,40,40,40,0.0556,92,100,0.0001,2597.98784,0
2518040,5821620,6600,40,40,40,0.0556,92,100,0.0001,2224,0
2518040,5821660,6600,40,40,40,0.0556,92,100,0.0001,2224,0
2518040,5821700,6600,40,40,40,0.0556,92,100,0.0001,2403.34336,0
2518040,5821740,6600,40,40,40,0.0556,92,100,0.0001,2609.37472,0
2518080,5821620,6600,40,40,40,0.0556,92,100,0.0001,2224,0
2518080,5821660,6600,40,40,40,0.0556,92,100,0.0001,2224,0
2518080,5821700,6600,40,40,40,0.0556,92,100,0.0001,2341.07136,0
2518080,5821740,6600,40,40,40,0.0556,92,100,0.0002,2638.5536,0
2517960,5821780,6400,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821820,6400,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821860,6360,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821860,6400,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821900,6320,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821900,6360,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821900,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821820,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821860,6360,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821860,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821900,6360,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821900,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821820,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821860,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821900,6360,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821900,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821860,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821900,6360,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821900,6400,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821780,6440,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821780,6480,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821780,6520,40,40,40,0.0657,53,0,0.0002,4204.8,0
2517960,5821780,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2517960,5821820,6440,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821820,6480,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821820,6520,40,40,40,0.0657,53,0,0.0002,4204.8,0
2517960,5821820,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2517960,5821860,6440,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821860,6480,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821860,6520,40,40,40,0.0657,53,90.36,0.0002,4204.8,0
2517960,5821860,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2517960,5821900,6440,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821900,6480,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821900,6520,40,40,40,0.0657,53,100,0.0002,4204.8,0
2517960,5821900,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2518000,5821780,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821780,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821780,6520,40,40,40,0.0657,53,0,0.0002,4204.8,0
2518000,5821780,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2518000,5821820,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821820,6480,40,40,40,0.069,53,0,0.0002,4416,0
2518000,5821820,6520,40,40,40,0.0657,53,0,0.0002,4204.8,0
2518000,5821820,6560,40,40,40,0.0657,53,100,0.0002,4204.8,0
2518000,5821860,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821860,6480,40,40,40,0.069,53,0,0.0002,4416,0
2518000,5821860,6520,40,40,40,0.0657,53,98.9,0.0001,4204.8,0
2518000,5821860,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518000,5821900,6440,40,40,40,0.069,53,0,0.0002,4416,0
2518000,5821900,6480,40,40,40,0.0657,53,0,0.0002,4204.8,0
2518000,5821900,6520,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518000,5821900,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821780,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821780,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821780,6520,40,40,40,0.0657,53,0,0.0001,4204.8,0
2518040,5821780,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821820,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821820,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821820,6520,40,40,40,0.0657,53,0,0.0001,4204.8,0
2518040,5821820,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821860,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821860,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821860,6520,40,40,40,0.0657,53,97.14,0.0001,4204.8,0
2518040,5821860,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821900,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821900,6480,40,40,40,0.069,53,0,0.0002,4416,0
2518040,5821900,6520,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821900,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821780,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821780,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821780,6520,40,40,40,0.0657,53,0,0.0001,4204.8,0
2518080,5821780,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821820,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821820,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821820,6520,40,40,40,0.0657,53,0,0.0001,4204.8,0
2518080,5821820,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821860,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821860,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821860,6520,40,40,40,0.0657,53,71.19,0.0001,4204.8,0
2518080,5821860,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821900,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821900,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821900,6520,40,40,40,0.0657,53,96.89,0.0001,4204.8,0
2518080,5821900,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2517960,5821780,6600,40,40,40,0.0556,92,100,0.0009,2543.54432,0
2517960,5821820,6600,40,40,40,0.0556,92,100,0.0009,2409.39264,0
2517960,5821860,6600,40,40,40,0.0556,92,100,0.0009,1586.33472,0
2517960,5821900,6600,40,40,40,0.0556,92,100,0.0008,82.91072,0
2518000,5821780,6600,40,40,40,0.0556,92,100,0.0001,2482.33984,0
2518000,5821820,6600,40,40,40,0.0556,92,100,0.0002,2374.87616,0
2518000,5821860,6600,40,40,40,0.0556,92,100,0.0002,2245.70624,0
2518000,5821900,6600,40,40,40,0.0556,92,100,0.0007,470.42048,0
2518040,5821780,6600,40,40,40,0.0556,92,100,0.0002,2508.31616,0
2518040,5821820,6600,40,40,40,0.0556,92,100,0.0002,2410.10432,0
2518040,5821860,6600,40,40,40,0.0556,92,100,0.0002,2318.2976,0
2518040,5821900,6600,40,40,40,0.0556,92,100,0.0002,1674.2272,0
2518080,5821780,6600,40,40,40,0.0556,92,100,0.0002,2547.8144,0
2518080,5821820,6600,40,40,40,0.0556,92,100,0.0002,2462.4128,0
2518080,5821860,6600,40,40,40,0.0556,92,100,0.0002,2385.19552,0
2518080,5821900,6600,40,40,40,0.0556,92,100,0.0002,2264.56576,0
2517960,5822060,6240,40,40,40,0.0745,51,0,0.0006,4768,0
2518000,5822060,6240,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821940,6320,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821940,6360,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821940,6400,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5821980,6280,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5821980,6320,40,40,40,0.069,53,0,0.0005,4416,0
2517960,5821980,6360,40,40,40,0.069,53,0,0.0003,4416,0
2517960,5821980,6400,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5822020,6280,40,40,40,0.069,53,0,0.0003,4416,0
2517960,5822020,6320,40,40,40,0.069,53,0,0.0006,4416,0
2517960,5822020,6360,40,40,40,0.069,53,0,0.0003,4416,0
2517960,5822020,6400,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5822060,6280,40,40,40,0.0745,51,0,0.0003,4768,0
2517960,5822060,6320,40,40,40,0.069,53,0,0.0004,4416,0
2517960,5822060,6360,40,40,40,0.069,53,0,0.0003,4416,0
2517960,5822060,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821940,6320,40,40,40,0.069,53,0,0.0003,4416,0
2518000,5821940,6360,40,40,40,0.069,53,0,0.0002,4416,0
2518000,5821940,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5821980,6280,40,40,40,0.069,53,0,0.0002,4416,0
2518000,5821980,6320,40,40,40,0.069,53,0,0.0005,4416,0
2518000,5821980,6360,40,40,40,0.069,53,0,0.0003,4416,0
2518000,5821980,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5822020,6280,40,40,40,0.069,53,0,0.0002,4416,0
2518000,5822020,6320,40,40,40,0.069,53,0,0.0007,4416,0
2518000,5822020,6360,40,40,40,0.069,53,0,0.0004,4416,0
2518000,5822020,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5822060,6280,40,40,40,0.069,53,0,0.0003,4416,0
2518000,5822060,6320,40,40,40,0.069,53,0,0.0006,4416,0
2518000,5822060,6360,40,40,40,0.069,53,0,0.0004,4416,0
2518000,5822060,6400,40,40,40,0.069,53,0,0.0012,4416,0
2518040,5821940,6320,40,40,40,0.069,53,0,0.0004,4416,0
2518040,5821940,6360,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821940,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5821980,6320,40,40,40,0.069,53,0,0.0005,4416,0
2518040,5821980,6360,40,40,40,0.069,53,0,0.0003,4416,0
2518040,5821980,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5822020,6280,40,40,40,0.069,53,0,0.0002,4416,0
2518040,5822020,6320,40,40,40,0.069,53,0,0.0007,4416,0
2518040,5822020,6360,40,40,40,0.069,53,0,0.0004,4416,0
2518040,5822020,6400,40,40,40,0.069,53,0,0.0014,4416,0
2518040,5822060,6280,40,40,40,0.069,53,0,0.0002,4416,0
2518040,5822060,6320,40,40,40,0.069,53,0,0.0007,4416,0
2518040,5822060,6360,40,40,40,0.069,53,0,0.0004,4416,0
2518040,5822060,6400,40,40,40,0.069,53,0,0.0014,4416,0
2518080,5821940,6360,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821940,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821980,6320,40,40,40,0.069,53,0,0.0005,4416,0
2518080,5821980,6360,40,40,40,0.069,53,0,0.0003,4416,0
2518080,5821980,6400,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5822020,6280,40,40,40,0.069,53,0,0.0002,4416,0
2518080,5822020,6320,40,40,40,0.069,53,0,0.0006,4416,0
2518080,5822020,6360,40,40,40,0.069,53,0,0.0016,4416,0
2518080,5822020,6400,40,40,40,0.069,53,0,0.0015,4416,0
2518080,5822060,6280,40,40,40,0.069,53,0,0.0002,4416,0
2518080,5822060,6320,40,40,40,0.069,53,0,0.0006,4416,0
2518080,5822060,6360,40,40,40,0.069,53,0,0.0015,4416,0
2518080,5822060,6400,40,40,40,0.069,53,0,0.0021,4416,0
2517960,5821940,6440,40,40,40,0.069,53,0,0.0005,4416,0
2517960,5821940,6480,40,40,40,0.0657,53,0,0.0001,4204.8,0
2517960,5821940,6520,40,40,40,0.0657,53,100,0.0009,4204.8,0
2517960,5821940,6560,40,40,40,0.0657,53,100,0.0007,4204.8,0
2517960,5821980,6440,40,40,40,0.069,53,0,0.001,4416,0
2517960,5821980,6480,40,40,40,0.0657,53,0,0.0049,4204.8,0
2517960,5821980,6520,40,40,40,0.0657,53,100,0.0025,4204.8,0
2517960,5821980,6560,40,40,40,0.0657,53,100,0.0021,4204.8,0
2517960,5822020,6440,40,40,40,0.069,53,0,0.0008,4416,0
2517960,5822020,6480,40,40,40,0.0657,53,0,0.0027,4204.8,0
2517960,5822020,6520,40,40,40,0.0657,53,99.96,0.0026,4204.8,0
2517960,5822020,6560,40,40,40,0.0657,53,100,0.0013,4204.8,0
2517960,5822060,6440,40,40,40,0.069,53,0,0.0006,4416,0
2517960,5822060,6480,40,40,40,0.069,53,0,0.0021,4416,0
2517960,5822060,6520,40,40,40,0.0657,53,0,0.0008,4204.8,0
2517960,5822060,6560,40,40,40,0.0657,53,100,0.0009,4204.8,0
2518000,5821940,6440,40,40,40,0.069,53,0,0.0006,4416,0
2518000,5821940,6480,40,40,40,0.069,53,0,0.0016,4416,0
2518000,5821940,6520,40,40,40,0.0657,53,100,0.0008,4204.8,0
2518000,5821940,6560,40,40,40,0.0657,53,100,0.0006,4204.8,0
2518000,5821980,6440,40,40,40,0.069,53,0,0.001,4416,0
2518000,5821980,6480,40,40,40,0.069,53,0,0.0027,4416,0
2518000,5821980,6520,40,40,40,0.0657,53,100,0.0014,4204.8,0
2518000,5821980,6560,40,40,40,0.0657,53,100,0.0011,4204.8,0
2518000,5822020,6440,40,40,40,0.069,53,0,0.0012,4416,0
2518000,5822020,6480,40,40,40,0.069,53,0,0.0033,4416,0
2518000,5822020,6520,40,40,40,0.0657,53,99.46,0.0023,4204.8,0
2518000,5822020,6560,40,40,40,0.0657,53,100,0.0011,4204.8,0
2518000,5822060,6440,40,40,40,0.069,53,0,0.0019,4416,0
2518000,5822060,6480,40,40,40,0.069,53,0,0.0027,4416,0
2518000,5822060,6520,40,40,40,0.0657,53,73.74,0.0055,4204.8,11.937385
2518000,5822060,6560,40,40,40,0.0657,53,100,0.0009,4204.8,0
2518040,5821940,6440,40,40,40,0.069,53,0,0.0004,4416,0
2518040,5821940,6480,40,40,40,0.069,53,0,0.0002,4416,0
2518040,5821940,6520,40,40,40,0.0657,53,100,0.0008,4204.8,0
2518040,5821940,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518040,5821980,6440,40,40,40,0.069,53,0,0.0008,4416,0
2518040,5821980,6480,40,40,40,0.069,53,0,0.0024,4416,0
2518040,5821980,6520,40,40,40,0.0657,53,98.44,0.001,4204.8,0
2518040,5821980,6560,40,40,40,0.0657,53,100,0.0007,4204.8,0
2518040,5822020,6440,40,40,40,0.069,53,0,0.0023,4416,0
2518040,5822020,6480,40,40,40,0.069,53,0,0.003,4416,0
2518040,5822020,6520,40,40,40,0.0657,53,99.48,0.0054,4204.8,15.811494
2518040,5822020,6560,40,40,40,0.0657,53,100,0.0063,4204.8,18.543168
2518040,5822060,6440,40,40,40,0.069,53,0,0.0022,4416,0
2518040,5822060,6480,40,40,40,0.069,53,0,0.0028,4416,0
2518040,5822060,6520,40,40,40,0.0657,53,80.48,0.0068,4204.8,16.10795
2518040,5822060,6560,40,40,40,0.0657,53,100,0.0066,4204.8,19.426176
2518080,5821940,6440,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821940,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821940,6520,40,40,40,0.0657,53,98.77,0.0001,4204.8,0
2518080,5821940,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5821980,6440,40,40,40,0.069,53,0,0.0005,4416,0
2518080,5821980,6480,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5821980,6520,40,40,40,0.0657,53,83.91,0.0007,4204.8,0
2518080,5821980,6560,40,40,40,0.0657,53,100,0.0001,4204.8,0
2518080,5822020,6440,40,40,40,0.069,53,0,0.0021,4416,0
2518080,5822020,6480,40,40,40,0.069,53,0,0.0025,4416,0
2518080,5822020,6520,40,40,40,0.0657,53,93.66,0.0067,4204.8,18.470232
2518080,5822020,6560,40,40,40,0.0657,53,100,0.0074,4204.8,21.780864
2518080,5822060,6440,40,40,40,0.069,53,0,0.0027,4416,0
2518080,5822060,6480,40,40,40,0.069,53,0,0.0024,4416,0
2518080,5822060,6520,40,40,40,0.0657,53,72.24,0.0095,4204.8,20.199691
2518080,5822060,6560,40,40,40,0.0657,53,100,0.0077,4204.8,22.663872
2517960,5822020,6600,40,40,40,0.0556,92,100,0.0002,2.13504,0
2517960,5822060,6600,40,40,40,0.0556,92,100,0.0002,213.14816,0
2518000,5822060,6600,40,40,40,0.0556,92,100,0.0007,311.00416,0
2518040,5821940,6600,40,40,40,0.0556,92,100,0.0002,164.75392,0
2518040,5821980,6600,40,40,40,0.0556,92,100,0.0001,25.62048,0
2518040,5822060,6600,40,40,40,0.0556,92,100,0.0001,168.66816,0
2518080,5821940,6600,40,40,40,0.0556,92,100,0.0002,655.45728,0
2518080,5821980,6600,40,40,40,0.0556,92,100,0.0002,84.68992,0
2518080,5822060,6600,40,40,40,0.0556,92,100,0.0002,40.20992,0
2517960,5822100,6200,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822100,6240,40,40,40,0.0745,51,0,0.0002,4768,0
2517960,5822140,6200,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822140,6240,40,40,40,0.0745,51,0,0.0002,4768,0
2517960,5822180,6160,40,40,40,0.0745,51,0,0.0052,4768,0
2517960,5822180,6200,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822180,6240,40,40,40,0.0745,51,0,0.0007,4768,0
2517960,5822220,6120,40,40,40,0.0769,51,73.61,0.0324,4921.6,82.164872
2517960,5822220,6160,40,40,40,0.0745,51,0,0.0057,4768,0
2517960,5822220,6200,40,40,40,0.0745,51,0,0.0006,4768,0
2517960,5822220,6240,40,40,40,0.0745,51,0,0.0005,4768,0
2518000,5822100,6240,40,40,40,0.069,53,0,0.0002,4416,0
2518000,5822140,6200,40,40,40,0.0745,51,0,0.0002,4768,0
2518000,5822140,6240,40,40,40,0.0745,51,0,0.0002,4768,0
2518000,5822180,6160,40,40,40,0.0745,51,0,0.001,4768,0
2518000,5822180,6200,40,40,40,0.0745,51,0,0.0002,4768,0
2518000,5822180,6240,40,40,40,0.0745,51,0,0.0001,4768,0
2518000,5822220,6160,40,40,40,0.0745,51,0,0.0108,4768,0
2518000,5822220,6200,40,40,40,0.0745,51,0,0.0002,4768,0
2518000,5822220,6240,40,40,40,0.0745,51,0,0.0007,4768,0
2518040,5822100,6240,40,40,40,0.069,53,0,0.0002,4416,0
2518040,5822140,6200,40,40,40,0.069,53,0,0.0002,4416,0
2518040,5822140,6240,40,40,40,0.069,53,0,0.0001,4416,0
2518040,5822180,6200,40,40,40,0.0745,51,0,0.0002,4768,0
2518040,5822180,6240,40,40,40,0.069,53,0,0.0007,4416,0
2518040,5822220,6160,40,40,40,0.0745,51,0,0.0011,4768,0
2518040,5822220,6200,40,40,40,0.0745,51,0,0.0002,4768,0
2518040,5822220,6240,40,40,40,0.0745,51,0,0.0007,4768,0
2518080,5822100,6240,40,40,40,0.069,53,0,0.0001,4416,0
2518080,5822140,6240,40,40,40,0.069,53,0,0.0005,4416,0
2518080,5822180,6200,40,40,40,0.069,53,0,0.0002,4416,0
2518080,5822180,6240,40,40,40,0.069,53,0,0.0004,4416,0
2518080,5822220,6200,40,40,40,0.069,53,0,0.0002,4416,0
2518080,5822220,6240,40,40,40,0.069,53,0,0.0006,4416,0
2517960,5822100,6280,40,40,40,0.0745,51,0,0.0002,4768,0
2517960,5822100,6320,40,40,40,0.0745,51,0,0.0002,4768,0
2517960,5822100,6360,40,40,40,0.069,53,0,0.0002,4416,0
2517960,5822100,6400,40,40,40,0.069,53,0,0.0001,4416,0
2517960,5822140,6280,40,40,40,0.0745,51,0,0.0002,4768,0
2517960,5822140,6320,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822140,6360,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822140,6400,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822180,6280,40,40,40,0.0745,51,0,0.0006,4768,0
2517960,5822180,6320,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822180,6360,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822180,6400,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822220,6280,40,40,40,0.0745,51,0,0.0005,4768,0
2517960,5822220,6320,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822220,6360,40,40,40,0.0745,51,0,0.0001,4768,0
2517960,5822220,6400,40,40,40,0.0745,51,0,0.0001,4768,0
2518000,5822100,6280,40,40,40,0.069,53,0,0.0002,4416,0
2518000,5822100,6320,40,40,40,0.069,53,0,0.0005,4416,0
2518000,5822100,6360,40,40,40,0.069,53,0,0.0003,4416,0
2518000,5822100,6400,40,40,40,0.069,53,0,0.0016,4416,0
2518000,5822140,6280,40,40,40,0.0745,51,0,0.0002,4768,0
2518000,5822140,6320,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5822140,6360,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5822140,6400,40,40,40,0.069,53,0,0.0017,4416,0
2518000,5822180,6280,40,40,40,0.0745,51,0,0.0001,4768,0
2518000,5822180,6320,40,40,40,0.0745,51,0,0.0001,4768,0
2518000,5822180,6360,40,40,40,0.069,53,0,0.0001,4416,0
2518000,5822180,6400,40,40,40,0.069,53,0,0.0004,4416,0
2518000,5822220,6280,40,40,40,0.0745,51,0,0.0006,4768,0
2518000,5822220,6320,40,40,40,0.0745,51,0,0.0001,4768,0
2518000,5822220,6360,40,40,40,0.0745,51,0,0.0001,4768,0
2518000,5822220,6400,40,40,40,0.069,53,0,0.0003,4416,0
2518040,5822100,6280,40,40,40,0.069,53,0,0.0002,4416,0
2518040,5822100,6320,40,40,40,0.069,53,0,0.0005,4416,0
